title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale
Suikoden Tactics    ,PS2,0.20,0.06,0.05,0.07,0.02
NCAA March Madness 06    ,XB,0.20,0.15,0.04,N/A,0.01
Phantasy Star Online    ,DC,0.20,N/A,N/A,0.20,N/A
Crazy Taxi 3: High Roller    ,XB,0.20,0.14,0.04,0.02,0.01
Midnight Club 3: DUB Edition Remix    ,XB,0.20,0.15,0.04,N/A,0.01
International Superstar Soccer 2000    ,PS2,0.20,N/A,N/A,0.20,N/A
CandyLand / Chutes & Ladders / Memory    ,GBA,0.20,0.15,0.05,N/A,0.00
Kung Fu Rider    ,PS3,0.20,0.06,0.10,0.01,0.04
The Amazing Spider-Man (2012)    ,DS,0.20,0.15,0.03,N/A,0.02
The Bible Game    ,PS2,0.20,0.10,0.08,N/A,0.03
Major League Baseball 2K11    ,PS3,0.20,0.15,0.03,N/A,0.02
Drift King Shutokou Battle '94    ,SNES,0.20,N/A,N/A,0.20,N/A
Shining Blade    ,PSP,0.20,N/A,N/A,0.20,N/A
Need for Speed Carbon: Own the City    ,DS,0.20,0.17,0.01,N/A,0.02
The Ultimate Red Ball Challenge    ,Wii,0.20,N/A,0.19,N/A,0.01
PBR: Out of the Chute    ,PS2,0.20,0.10,0.08,N/A,0.03
The King of Fighters Collection: The Orochi Saga    ,PS2,0.20,0.10,0.08,N/A,0.03
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial    ,PS2,0.20,N/A,N/A,0.20,N/A
We Sing Robbie Williams    ,Wii,0.20,N/A,0.18,N/A,0.02
Enchanted Arms    ,PS3,0.20,0.17,0.01,N/A,0.02
Major League Baseball 2K12    ,PS3,0.20,0.18,N/A,N/A,0.02
Saturday Night Speedway    ,PS2,0.20,0.10,0.08,N/A,0.03
CSI: Deadly Intent    ,X360,0.20,0.10,0.08,N/A,0.02
Bratz: Rock Angelz    ,GC,0.20,0.16,0.04,N/A,0.01
Langrisser III    ,SAT,0.20,N/A,N/A,0.20,N/A
MLB SlugFest 20-03    ,XB,0.20,0.15,0.04,N/A,0.01
Samurai Spirits (CD)    ,NG,0.20,N/A,N/A,0.20,0.00
Eagle Flight    ,PS4,0.20,0.09,0.08,N/A,0.03
Pitfall: The Lost Expedition    ,PS2,0.20,0.10,0.08,N/A,0.03
Deal or No Deal: The Banker is Back!    ,DS,0.20,N/A,0.20,N/A,0.00
From TV Animation One Piece: Grand Battle! 3    ,GC,0.20,N/A,N/A,0.20,0.01
Rocket Power: Zero Gravity Zone    ,GBA,0.20,0.14,0.05,N/A,0.00
Le Mans 24 Hours    ,PS2,0.20,0.09,0.07,0.02,0.02
ESPN MLB Baseball    ,PS2,0.20,0.10,0.08,N/A,0.03
Shrek: Forever After    ,PS3,0.20,0.16,0.02,N/A,0.03
All Star Pro-Wrestling    ,PS2,0.20,N/A,N/A,0.20,N/A
Dragon Ball Z: Harukanaru Densetsu    ,DS,0.20,0.19,N/A,N/A,0.02
Dark Messiah of Might and Magic Elements    ,X360,0.20,0.16,0.02,0.01,0.02
Wizards of Waverly Place: Spellbound    ,DS,0.20,0.16,0.03,N/A,0.01
Shaun White Skateboarding    ,PS3,0.20,0.12,0.05,N/A,0.03
WRC: FIA World Rally Championship    ,PS3,0.20,0.00,0.14,0.01,0.04
Harvest Moon: More Friends of Mineral Town    ,GBA,0.20,0.14,0.05,N/A,0.00
Infinite Space    ,DS,0.20,0.06,0.05,0.07,0.01
The Fairly Odd Parents: Shadow Showdown    ,GC,0.20,0.16,0.04,N/A,0.01
Planet 51    ,Wii,0.20,0.17,0.02,N/A,0.02
DanceMasters    ,X360,0.20,0.15,0.02,0.02,0.01
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono    ,SAT,0.20,N/A,N/A,0.20,N/A
Black Panther 2: Yakuza Ashura Chapter    ,PSP,0.20,N/A,N/A,0.20,N/A
Just Dance: Greatest Hits    ,Wii,0.20,0.14,0.04,N/A,0.02
DarkStar One: Broken Alliance    ,X360,0.20,0.11,0.07,N/A,0.02
NBA 2K2    ,XB,0.20,0.15,0.04,N/A,0.01
X2: Wolverine's Revenge    ,GBA,0.20,0.14,0.05,N/A,0.00
Teenage Mutant Ninja Turtles: Danger of the Ooze    ,X360,0.20,0.11,0.07,N/A,0.02
7th Dragon 2020    ,PSP,0.20,N/A,N/A,0.20,N/A
Cars    ,XB,0.20,0.15,0.04,N/A,0.01
Dragon Ball: Revenge of King Piccolo    ,Wii,0.20,0.12,0.03,0.03,0.02
Taiko no Tatsujin: Waku Waku Anime Matsuri    ,PS2,0.20,N/A,N/A,0.20,N/A
Spy Hunter    ,GC,0.20,0.16,0.04,N/A,0.01
Dead to Rights II    ,PS2,0.20,0.10,0.08,N/A,0.03
Super Dodge Ball Advance    ,GBA,0.20,0.14,0.05,N/A,0.00
Ogre Battle Saga Episode Five: The March of the Black Queen    ,PS,0.20,0.06,0.04,0.09,0.01
Apache: Air Assault    ,PS3,0.20,0.11,0.06,N/A,0.02
"Ni Hao, Kai-lan: New Year's Celebration    ",DS,0.20,0.19,0.00,N/A,0.01
MLB 12: The Show    ,PSV,0.20,0.17,N/A,N/A,0.03
Body and Brain Connection    ,X360,0.20,0.10,0.08,N/A,0.02
MDK    ,PS,0.20,0.11,0.08,N/A,0.01
Monster Jam    ,X360,0.20,0.18,0.00,N/A,0.02
Rock Band Track Pack: Classic Rock    ,PS2,0.20,0.10,0.08,N/A,0.03
Ty the Tasmanian Tiger 2: Bush Rescue    ,GC,0.20,0.15,0.04,N/A,0.01
Sniper: Ghost Warrior 2    ,X360,0.20,0.06,0.12,0.00,0.01
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage    ,Wii,0.20,0.11,0.07,N/A,0.02
Speed Punks    ,PS,0.20,0.11,0.08,N/A,0.01
3rd Super Robot Wars Z: Tengoku-Hen    ,PSV,0.20,N/A,N/A,0.20,N/A
Cabela's Survival: Shadows of Katmai    ,Wii,0.20,0.14,0.04,N/A,0.01
The Legend of Heroes: Ao no Kiseki    ,PSP,0.20,N/A,N/A,0.20,N/A
Clive Barker's Jericho    ,PS3,0.20,0.17,0.01,N/A,0.02
Warriors Orochi    ,PSP,0.20,0.02,0.00,0.18,0.00
MVP Baseball 2003    ,XB,0.20,0.15,0.04,N/A,0.01
Earth Defense Force: Insect Armageddon    ,PS3,0.20,0.06,0.04,0.08,0.02
NCAA Final Four 2004    ,PS2,0.20,0.10,0.08,N/A,0.03
NBA 07    ,PSP,0.20,0.18,N/A,N/A,0.02
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe    ",XB,0.20,0.15,0.04,N/A,0.01
Body Harvest    ,N64,0.20,0.16,0.04,N/A,0.00
Disney's Tarzan    ,N64,0.20,0.16,0.04,N/A,0.00
Famista 64    ,N64,0.20,N/A,N/A,0.17,0.03
Magical Tetris Challenge    ,N64,0.20,0.13,0.02,0.05,0.00
Roadsters 99    ,N64,0.20,0.06,0.13,N/A,0.01
San Francisco Rush 2049    ,N64,0.20,0.16,0.04,N/A,0.00
Snowboard Kids    ,N64,0.20,0.16,0.04,N/A,0.00
South Park Rally    ,N64,0.20,0.16,0.04,N/A,0.00
Super Robot Taisen 64    ,N64,0.20,N/A,N/A,0.20,0.00
Tigger's Honey Hunt    ,N64,0.20,0.16,0.04,N/A,0.00
Twisted Edge Extreme Snowboarding    ,N64,0.20,0.16,0.04,N/A,0.00
IHRA Drag Racing 2004    ,XB,0.20,0.15,0.04,N/A,0.01
Treasure World    ,DS,0.20,0.18,N/A,N/A,0.02
Shining Hearts    ,PSP,0.20,N/A,N/A,0.20,N/A
SingStar: Back to the 80s    ,PS3,0.20,N/A,0.16,N/A,0.04
Marvel: Ultimate Alliance 2    ,DS,0.20,0.16,0.03,N/A,0.02
Sid Meier's Pirates!    ,PSP,0.20,0.16,0.01,N/A,0.02
Cabela's North American Adventures    ,Wii,0.20,0.19,N/A,N/A,0.01
Front Mission Evolved    ,X360,0.20,0.10,0.07,0.02,0.02
Jissen Pachi-Slot Hisshouhou! Aladdin A    ,PS2,0.20,N/A,N/A,0.20,N/A
Ford Racing Off Road    ,PS2,0.20,0.10,0.08,N/A,0.03
Namco Museum: 50th Anniversary    ,GBA,0.20,0.14,0.05,N/A,0.00
Nobunaga no Yabou: Reppuuden    ,PS,0.20,N/A,N/A,0.19,0.01
Ashes Cricket 2009    ,X360,0.20,N/A,0.19,N/A,0.01
The BIGS 2    ,PS2,0.20,0.10,0.08,N/A,0.03
Sleeping Dogs: Definitive Edition    ,XOne,0.20,0.10,0.09,N/A,0.02
Project CARS 2    ,XOne,0.20,0.01,0.18,N/A,0.01
Press Your Luck 2010 Edition    ,DS,0.20,0.19,N/A,N/A,0.01
Mat Hoffman's Pro BMX 2    ,XB,0.20,0.15,0.04,N/A,0.01
Treasure Hunter G    ,SNES,0.20,N/A,N/A,0.20,N/A
From Russia With Love    ,XB,0.20,0.15,0.04,N/A,0.01
Wing Arms    ,SAT,0.20,N/A,N/A,0.20,N/A
Marvel Super Hero Squad: Comic Combat    ,PS3,0.20,0.11,0.05,N/A,0.03
Pro Yakyuu Spirits 2013    ,PS3,0.20,N/A,N/A,0.20,N/A
Titanfall 2    ,PC,0.20,0.06,0.12,N/A,0.01
Cabela's Big Game Hunter (2008)    ,PS2,0.20,0.10,0.08,N/A,0.03
Record of Agarest War    ,X360,0.20,0.18,N/A,0.01,0.01
Ridge Racer 6    ,X360,0.20,0.10,0.02,0.07,0.01
The Cheetah Girls: Passport to Stardom    ,DS,0.20,0.18,N/A,N/A,0.01
Grandia II    ,DC,0.20,N/A,N/A,0.20,0.00
Namco Museum Vol.4    ,PS,0.20,0.02,0.01,0.16,0.01
Classic NES Series: Ice Climber    ,GBA,0.20,N/A,N/A,0.20,N/A
Neighborhood Games    ,Wii,0.20,0.17,0.02,N/A,0.01
Shark Tale    ,XB,0.20,0.15,0.04,N/A,0.01
UFC Personal Trainer: The Ultimate Fitness System    ,Wii,0.20,0.12,0.06,N/A,0.02
NFL Street 2    ,GC,0.20,0.15,0.04,N/A,0.01
Atelier Shallie: Alchemists of the Dusk Sea    ,PS3,0.20,0.07,0.03,0.08,0.02
God Eater Resurrection    ,PSV,0.20,N/A,N/A,0.20,N/A
Pro Yakyuu Spirits 2013    ,PSP,0.20,N/A,N/A,0.20,N/A
My Secret World by Imagine    ,DS,0.20,N/A,0.20,N/A,N/A
Teenage Mutant Ninja Turtles 3: Mutant Nightmare    ,PS2,0.20,0.10,0.08,N/A,0.03
Gladius    ,PS2,0.20,0.10,0.08,N/A,0.03
CSI: Unsolved!    ,DS,0.20,0.13,0.05,N/A,0.02
Skylanders: SuperChargers Racing    ,3DS,0.20,0.11,0.07,N/A,0.02
Untold Legends: Dark Kingdom    ,PS3,0.20,0.14,0.02,0.02,0.02
Dave Mirra Freestyle BMX 2    ,XB,0.20,0.15,0.04,N/A,0.01
Dante's Inferno    ,PSP,0.20,0.12,0.04,0.01,0.02
Soldier of Fortune: Payback    ,X360,0.20,0.18,0.00,N/A,0.02
Arcana Heart 3    ,PS3,0.20,0.04,0.05,0.10,0.02
Pro Yakyuu Spirits 2012    ,PSP,0.20,N/A,N/A,0.20,N/A
SpongeBob SquarePants: Revenge of the Flying Dutchman    ,GC,0.20,0.15,0.04,N/A,0.01
Afro Samurai    ,PS3,0.20,0.12,0.05,N/A,0.03
Taiko no Tatsujin: Go! Go! Godaime    ,PS2,0.20,N/A,N/A,0.20,N/A
Taiko Drum Master    ,PS2,0.20,0.10,0.08,N/A,0.03
Bust-A-Move 2 Arcade Edition    ,PS,0.20,0.11,0.07,N/A,0.01
Bleach: The 3rd Phantom    ,DS,0.20,0.10,0.02,0.07,0.01
Solatorobo: Red the Hunter    ,DS,0.20,0.08,0.04,0.07,0.01
Tetris Worlds (Online Edition)    ,XB,0.20,0.15,0.04,N/A,0.01
Forgotten Realms: Demon Stone    ,PS2,0.20,0.10,0.08,N/A,0.03
Super Baseball Simulator 1.000    ,SNES,0.20,N/A,N/A,0.20,0.00
Battleborn    ,PC,0.20,0.12,0.06,N/A,0.02
Looney Tunes: Space Race    ,PS2,0.20,0.10,0.08,N/A,0.03
Two Worlds II    ,PC,0.20,0.09,0.09,N/A,0.02
Just Dance 2: Extra Songs    ,Wii,0.20,N/A,0.17,N/A,0.03
Puzzle Challenge: Crosswords and More!    ,PSP,0.20,0.18,N/A,N/A,0.01
Mahjongg Mysteries: Ancient Egypt    ,DS,0.20,0.07,0.11,N/A,0.02
Backyard Hockey    ,GBA,0.20,0.14,0.05,N/A,0.00
Rock Band Track Pack Volume 2    ,X360,0.20,0.18,0.01,N/A,0.02
Yoga: The first 100% Experience    ,Wii,0.20,0.14,0.04,N/A,0.02
Playboy: The Mansion    ,PS2,0.20,0.10,0.08,N/A,0.03
X-Men Origins: Wolverine    ,DS,0.20,0.15,0.03,N/A,0.02
Jikkyou Powerful Pro Yakyuu 2010    ,PSP,0.20,N/A,N/A,0.20,N/A
Tom Clancy's Splinter Cell: Essentials    ,PSP,0.20,0.17,0.01,N/A,0.02
Agents of Mayhem    ,PS4,0.20,0.08,0.08,N/A,0.03
Ore no Shikabane o Koete Yuke    ,PSP,0.20,N/A,N/A,0.20,N/A
Captain America: Super Soldier    ,PS3,0.20,0.10,0.07,N/A,0.03
Shaman King: Spirit of Shamans    ,PS,0.20,N/A,N/A,0.18,0.01
Tiger Woods PGA Tour 06    ,PSP,0.20,0.18,N/A,N/A,0.01
Ratatouille    ,GBA,0.20,0.14,0.05,N/A,0.00
The Fairly Odd Parents: Enter the Cleft    ,GBA,0.20,0.14,0.05,N/A,0.00
Armored Core 4    ,PS3,0.20,0.09,0.00,0.09,0.01
Shin Megami Tensei: Strange Journey Redux    ,3DS,0.20,0.08,0.01,0.10,0.01
Baja: Edge of Control    ,X360,0.20,0.12,0.06,N/A,0.02
MC Groovz Dance Craze    ,GC,0.20,0.15,0.04,N/A,0.01
No More Heroes: Heroes' Paradise    ,PS3,0.20,0.10,0.04,0.04,0.02
The Thing    ,XB,0.20,0.15,0.04,N/A,0.01
Tom and Jerry in House Trap    ,PS,0.20,0.11,0.07,N/A,0.01
Power Rangers: Time Force    ,GBA,0.20,0.14,0.05,N/A,0.00
Chronicles of Mystery: Curse of the Ancient Temple    ,DS,0.20,0.07,0.10,N/A,0.02
MotoGP 14     ,PS4,0.20,0.05,0.11,N/A,0.03
Total War: Shogun 2 - Fall of the Samurai    ,PC,0.20,0.07,0.10,N/A,0.02
Jikkyou Powerful Pro Yakyuu 2011    ,PSP,0.20,N/A,N/A,0.20,N/A
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan    ,DS,0.20,N/A,N/A,0.20,N/A
Baldur's Gate: Dark Alliance    ,XB,0.20,0.15,0.04,N/A,0.01
Prince of Persia: Warrior Within    ,GC,0.20,0.15,0.04,N/A,0.01
Warriors Orochi    ,X360,0.20,0.17,0.01,N/A,0.02
Aikatsu! Cinderella Lesson    ,3DS,0.20,N/A,N/A,0.20,N/A
UFC: Tapout    ,XB,0.20,0.14,0.05,N/A,0.01
Batman: Return to Arkham    ,XOne,0.20,0.12,0.06,N/A,0.02
Way of the Samurai 4    ,PS3,0.20,N/A,0.03,0.16,0.01
Predator: Concrete Jungle    ,PS2,0.20,0.10,0.07,N/A,0.03
Big Mutha Truckers 2    ,PS2,0.20,0.10,0.07,N/A,0.03
The Naked Brothers Band: The Video Game    ,DS,0.20,0.18,N/A,N/A,0.01
Injustice: Gods Among Us    ,WiiU,0.20,0.09,0.09,0.00,0.02
X-Men Origins: Wolverine    ,PSP,0.20,0.13,0.04,N/A,0.03
NHL FaceOff 2001    ,PS2,0.20,0.10,0.07,N/A,0.02
Mana Khemia 2: Fall of Alchemy    ,PS2,0.20,0.07,0.05,0.05,0.02
The Great Escape    ,PS2,0.20,0.10,0.07,N/A,0.02
Dead or Alive Paradise    ,PSP,0.20,0.08,0.02,0.07,0.02
Dexter's Lab Chess Challenge    ,GBA,0.20,0.14,0.05,N/A,0.00
Shutter Island    ,PC,0.20,N/A,0.17,N/A,0.03
Big Mutha Truckers    ,XB,0.19,0.15,0.04,N/A,0.01
ESA Foundation Compilation    ,PS2,0.19,0.10,0.07,N/A,0.02
Nascar Unleashed    ,3DS,0.19,0.18,N/A,N/A,0.02
The Hobbit    ,GBA,0.19,0.14,0.05,N/A,0.00
Odin Sphere: Leifthrasir    ,PSV,0.19,0.05,0.02,0.10,0.02
Need for Speed: The Run    ,3DS,0.19,0.09,0.09,N/A,0.02
The King of Fighters XI    ,PS2,0.19,0.07,0.06,0.04,0.02
Harry Potter and the Goblet of Fire    ,PSP,0.19,0.17,0.00,N/A,0.02
Family Guy    ,PSP,0.19,0.18,0.00,N/A,0.02
Rune Factory: Tides of Destiny    ,Wii,0.19,0.13,N/A,0.06,0.01
Dragon Ball Z: Idainaru Dragon Ball Densetsu    ,PS,0.19,N/A,N/A,0.18,0.01
Pac-Man & Galaga Dimensions    ,3DS,0.19,0.10,0.04,0.04,0.01
Valkyria Chronicles 4    ,NS,0.19,0.12,0.04,0.02,0.02
NBA Ballers: Chosen One    ,X360,0.19,0.18,0.00,N/A,0.02
Spectrobes: Origins    ,Wii,0.19,0.16,0.02,N/A,0.01
Iron Chef America: Supreme Cuisine    ,DS,0.19,0.18,N/A,N/A,0.01
Sniper Elite    ,PS2,0.19,0.10,0.07,N/A,0.02
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS    ,DS,0.19,N/A,N/A,0.19,N/A
Parlor! Mini 4    ,SNES,0.19,N/A,N/A,0.19,N/A
Breath of Fire II    ,GBA,0.19,0.14,0.05,N/A,0.00
Danganronpa 2: Goodbye Despair    ,PSP,0.19,N/A,N/A,0.19,N/A
Conan    ,X360,0.19,0.16,0.02,N/A,0.01
Ice Age 2: The Meltdown    ,GC,0.19,0.15,0.04,N/A,0.01
Petz Pony: Beauty Pageant    ,DS,0.19,0.18,N/A,N/A,0.01
Steins;Gate    ,PSP,0.19,N/A,N/A,0.19,N/A
Dinotopia: The Timestone Pirates    ,GBA,0.19,0.14,0.05,N/A,0.00
Dishonored: Definitive Edition    ,XOne,0.19,0.13,0.05,N/A,0.02
Power Pro Kun Pocket 12    ,DS,0.19,N/A,N/A,0.19,N/A
Rise of the Argonauts    ,PS3,0.19,0.05,0.12,N/A,0.03
Peter Jackson's King Kong: The Official Game of the Movie    ,PSP,0.19,0.16,0.01,N/A,0.02
One Piece: Burning Blood    ,XOne,0.19,0.11,0.07,N/A,0.02
Rock Band Country Track Pack    ,PS3,0.19,0.18,N/A,N/A,0.02
New Love Plus    ,3DS,0.19,N/A,N/A,0.19,N/A
J-League Jikkyou Winning Eleven 3    ,PS,0.19,N/A,N/A,0.18,0.01
Are You Smarter Than a 5th Grader? Back to School    ,Wii,0.19,0.18,N/A,N/A,0.02
We Wish You A Merry Christmas    ,Wii,0.19,0.13,0.04,N/A,0.02
Jissen Pachi-Slot Hisshouhou    ,SNES,0.19,N/A,N/A,0.19,N/A
Hot Wheels: Track Attack    ,Wii,0.19,0.14,0.04,N/A,0.01
Manhunt    ,XB,0.19,0.14,0.04,N/A,0.01
Pet Zombies    ,3DS,0.19,0.18,N/A,N/A,0.02
Dynasty Warriors: Gundam 2    ,X360,0.19,0.07,0.03,0.08,0.01
NCAA Final Four 2003    ,PS2,0.19,0.09,0.07,N/A,0.02
Aliens vs Predator    ,PC,0.19,N/A,0.17,N/A,0.02
Quantum Theory    ,PS3,0.19,0.05,0.09,0.02,0.03
Dream Salon    ,DS,0.19,0.18,N/A,N/A,0.01
Scene It? Twilight    ,DS,0.19,0.11,0.07,N/A,0.02
The Great Ace Attorney - The Adventures of Ryuunosuke Naruhodou    ,3DS,0.19,N/A,N/A,0.19,N/A
101-in-1 Explosive Megamix    ,DS,0.19,0.05,0.13,N/A,0.02
J-League Excite Stage '96    ,SNES,0.19,N/A,N/A,0.19,0.00
The Smurfs 2    ,DS,0.19,N/A,0.18,N/A,0.01
Nobunaga no Yabou: Souzou    ,PS3,0.19,N/A,N/A,0.19,N/A
Shiren the Wanderer    ,Wii,0.19,0.08,N/A,0.11,0.01
Breath of Fire: Dragon Quarter    ,PS2,0.19,0.09,0.07,N/A,0.02
Spore Hero Arena    ,DS,0.19,0.18,0.00,N/A,0.01
Jikkyou J-League Perfect Striker    ,N64,0.19,N/A,N/A,0.19,0.00
Super Robot Taisen: Scramble Commander    ,PS2,0.19,N/A,N/A,0.19,N/A
Re-Volt    ,PS,0.19,0.11,0.07,N/A,0.01
Space Invaders Extreme 2    ,DS,0.19,0.17,0.01,0.00,0.01
Descent    ,PS,0.19,0.11,0.07,N/A,0.01
Conflict: Denied Ops    ,X360,0.19,0.08,0.09,N/A,0.02
Enchanted Arms    ,X360,0.19,0.16,0.02,N/A,0.01
Test Drive Unlimited 2    ,PC,0.19,0.05,0.11,N/A,0.03
SpongeBob SquigglePants 3D    ,3DS,0.19,0.13,0.05,N/A,0.02
South Park: The Stick of Truth    ,PC,0.19,0.07,0.10,N/A,0.02
Taiko no Tatsujin: Wii U Version!    ,WiiU,0.19,N/A,N/A,0.19,N/A
Disney's Magical Mirror Starring Mickey Mouse    ,GC,0.19,0.15,0.04,N/A,0.01
Dawn of Discovery    ,Wii,0.19,0.12,0.06,N/A,0.01
FIFA 17    ,PC,0.19,N/A,0.18,N/A,0.01
Barbie Fashion Show: An Eye for Style    ,DS,0.19,0.18,0.00,N/A,0.01
Final Fantasy XI: Online    ,X360,0.19,0.17,0.01,N/A,0.01
IHRA Professional Drag Racing 2005    ,PS2,0.19,0.09,0.07,N/A,0.02
SpongeBob's Surf & Skate Roadtrip    ,X360,0.19,0.15,0.03,N/A,0.02
Mace Griffin: Bounty Hunter    ,PS2,0.19,0.09,0.07,N/A,0.02
The Spiderwick Chronicles    ,Wii,0.19,0.17,0.01,N/A,0.01
Legacy of Kain: Defiance    ,XB,0.19,0.14,0.04,N/A,0.01
Trivial Pursuit unhinged    ,PS2,0.19,0.09,0.07,N/A,0.02
Tales of the World: Narikiri Dungeon 2    ,GBA,0.19,N/A,N/A,0.19,0.00
Majin and the Forsaken Kingdom    ,X360,0.19,0.14,0.03,0.00,0.01
Aliens versus Predator: Extinction    ,PS2,0.19,0.09,0.07,N/A,0.02
Silent Scope 2: Dark Silhouette    ,PS2,0.19,0.09,0.07,N/A,0.02
Dave Mirra Freestyle BMX 2    ,GBA,0.19,0.14,0.05,N/A,0.00
Super Street Fighter IV: Arcade Edition    ,X360,0.19,0.12,0.03,0.03,0.01
International Cricket 2010    ,PS3,0.19,N/A,0.15,N/A,0.04
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban    ,SNES,0.19,N/A,N/A,0.19,0.00
NHL Hitz Pro    ,PS2,0.19,0.09,0.07,N/A,0.02
Tokimeki Memorial Girl's Side 3rd Story    ,DS,0.19,N/A,N/A,0.19,N/A
I SPY castle    ,DS,0.19,0.17,N/A,N/A,0.02
Avatar: The Last Airbender - Into the Inferno    ,Wii,0.19,0.17,0.01,N/A,0.01
Allied General    ,PS,0.19,0.11,0.07,N/A,0.01
Call of Duty: WWII    ,PC,0.19,0.07,0.11,N/A,0.01
Fire ProWrestling G    ,PS,0.19,N/A,N/A,0.18,0.01
Kamen Rider: Battride War    ,PS3,0.19,N/A,N/A,0.19,N/A
Naruto: Ninja Destiny    ,DS,0.19,0.02,0.01,0.16,0.00
WWE All Stars    ,Wii,0.19,0.10,0.07,N/A,0.02
Elite: Dangerous    ,PS4,0.19,0.06,0.10,N/A,0.03
Namco Museum Megamix    ,Wii,0.19,0.17,N/A,N/A,0.02
Stronghold 3    ,PC,0.19,0.06,0.13,N/A,N/A
Schlag den Raab    ,Wii,0.19,N/A,0.17,N/A,0.02
Supreme Commander 2    ,PC,0.19,N/A,0.15,N/A,0.04
Singstar: Ultimate Party    ,PS4,0.19,N/A,0.16,N/A,0.03
Spider-Man: Shattered Dimensions    ,DS,0.19,0.17,0.01,N/A,0.01
GunGriffon    ,SAT,0.19,N/A,N/A,0.19,0.00
Kuma-Tomo    ,3DS,0.19,N/A,N/A,0.19,N/A
SingStar Pop Vol.2    ,PS2,0.19,0.09,0.07,N/A,0.02
SNK Arcade Classics Vol. 1    ,PS2,0.19,0.09,0.07,N/A,0.02
Darkstalkers 3    ,PS,0.19,0.11,0.07,N/A,0.01
Phantasy Star Nova    ,PSV,0.19,N/A,N/A,0.19,N/A
Chaotic: Shadow Warriors    ,Wii,0.19,0.18,N/A,N/A,0.01
Frequency    ,PS2,0.19,0.09,0.07,N/A,0.02
Tomb Raider: Underworld    ,DS,0.19,0.15,0.02,N/A,0.01
Inazuma Eleven Strikers 2012 Xtreme    ,Wii,0.19,N/A,N/A,0.19,N/A
The Polar Express    ,GBA,0.19,0.14,0.05,N/A,0.00
Project X Zone 2    ,3DS,0.19,0.06,0.04,0.09,0.01
Silent Hill HD Collection    ,X360,0.19,0.11,0.06,0.01,0.02
NBA Live 19    ,PS4,0.19,0.15,N/A,N/A,0.04
Arc Rise Fantasia    ,Wii,0.19,0.12,N/A,0.06,0.01
2002 FIFA World Cup    ,XB,0.19,0.14,0.04,N/A,0.01
Captain Toad: Treasure Tracker    ,3DS,0.19,0.06,0.04,0.08,0.01
Heavy Fire: Afghanistan    ,PS3,0.19,0.17,N/A,N/A,0.03
Jampack: Summer 2003 (RP-T)    ,PS2,0.19,0.09,0.07,N/A,0.02
Arcade Shooting Gallery    ,Wii,0.19,0.18,N/A,N/A,0.01
IL-2 Sturmovik: Birds of Prey    ,PSP,0.19,0.08,0.07,N/A,0.04
Mystery Tales of Time Travel    ,DS,0.19,0.01,0.15,N/A,0.02
LEGO Marvel's Avengers    ,PSV,0.19,0.03,0.12,N/A,0.04
Dengeki Bunko Fighting Climax    ,PS3,0.19,0.07,0.00,0.10,0.02
Frogger's Adventures 2: The Lost Wand    ,GBA,0.19,0.14,0.05,N/A,0.00
Sudeki    ,XB,0.19,0.14,0.04,N/A,0.01
Ice Age: Dawn of the Dinosaurs    ,PS3,0.19,0.13,0.04,N/A,0.02
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu    ",PSP,0.19,N/A,N/A,0.19,N/A
AeroFighters Assault    ,N64,0.19,0.15,0.04,N/A,0.00
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)    ,N64,0.19,N/A,N/A,0.19,0.00
Hexen    ,N64,0.19,0.15,0.04,N/A,0.00
Mace: The Dark Age    ,N64,0.19,0.15,0.04,N/A,0.00
Puyo Puyo Sun 64    ,N64,0.19,N/A,N/A,0.16,0.03
Quake    ,N64,0.19,0.15,0.04,N/A,0.00
Sesame Street: Elmo's Number Journey    ,N64,0.19,0.15,0.04,N/A,0.00
Tottadoo! Yoiko no Mujintou Seikatsu    ,DS,0.19,N/A,N/A,0.19,N/A
Teenage Mutant Ninja Turtles 2: Battle Nexus    ,GC,0.19,0.15,0.04,N/A,0.01
Barbie Horse Adventures: Riding Camp    ,PS2,0.19,0.09,0.07,N/A,0.02
SSX Tricky    ,GBA,0.19,0.14,0.05,N/A,0.00
Air Conflicts: Secret Wars    ,PS3,0.19,0.10,0.06,N/A,0.03
Kenka Banchou 4: Ichinen Sensou    ,PSP,0.19,N/A,N/A,0.19,N/A
Transformers: Prime    ,3DS,0.19,0.14,0.03,N/A,0.02
NBA 2K11    ,PC,0.19,0.18,N/A,N/A,0.01
Dead Space 3    ,PC,0.19,0.02,0.16,N/A,0.01
Warhammer: Shadow of the Horned Rat    ,PS,0.19,0.11,0.07,N/A,0.01
50 Cent: Blood on the Sand    ,PS3,0.19,0.10,0.06,0.01,0.03
FaceBreaker    ,X360,0.19,0.15,0.02,N/A,0.01
