title,link,platform,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating
WRC 8 FIA World Rally Championship,/game/pc/wrc-8-fia-world-rally-championship,PC,5-Sep-19,77,6.2,Kylotonn,Bigben Interactive,"Racing, Arcade, Automobile",E
Starhawk,/game/playstation-3/starhawk,PlayStation 3,8-May-12,77,7.8,LightBox Interactive,SCEA,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",T
Skylanders Giants,/game/playstation-3/skylanders-giants,PlayStation 3,21-Oct-12,77,6.5,Toys for Bob,Activision,"Action, Platformer, Platformer, 3D, 3D",E10+
Yakuza 2,/game/playstation-2/yakuza-2,PlayStation 2,9-Sep-08,77,8.7,Amusement Vision,Sega,"Action Adventure, Modern",M
Brain Age 2: More Training in Minutes a Day,/game/ds/brain-age-2-more-training-in-minutes-a-day,DS,20-Aug-07,77,7.3,Nintendo,Nintendo,"Miscellaneous, Edutainment, Edutainment",E
Regalia: Of Men and Monarchs - Royal Edition,/game/xbox-one/regalia-of-men-and-monarchs---royal-edition,Xbox One,13-Apr-18,77,tbd,Pixelated Milk,Crunching Koalas,"Strategy, Turn-Based, Tactics",NA
Railway Empire,/game/xbox-one/railway-empire,Xbox One,30-Jan-18,77,6.8,Gaming Minds Studios,Kalypso,"Simulation, Strategy, Management, Vehicle, Train, Business / Tycoon",E
Puddle,/game/playstation-vita/puddle,PlayStation Vita,24-Jul-12,77,5.5,Neko Entertainment,Neko Entertainment,"Miscellaneous, Puzzle, Action, Puzzle, Logic, Logic",T
Devil May Cry HD Collection,/game/xbox-360/devil-may-cry-hd-collection,Xbox 360,29-Mar-12,77,8.8,"Capcom, Pipeworks Software, Inc.",Capcom,"Miscellaneous, Action Adventure, Fantasy, Compilation",M
Game of Thrones: Episode One - Iron From Ice,/game/playstation-4/game-of-thrones-episode-one---iron-from-ice,PlayStation 4,2-Dec-14,77,7.3,Telltale Games,Telltale Games,"Action, Adventure, General, Point-and-Click",M
Tiny Barbarian DX,/game/switch/tiny-barbarian-dx,Switch,10-Oct-17,77,7.7,StarQuail,Nicalis,"Action, General",E10+
Reigns,/game/pc/reigns,PC,11-Aug-16,77,7.3,Nerial,Devolver Digital,"Simulation, General",NA
Mega Man 9,/game/playstation-3/mega-man-9,PlayStation 3,25-Sep-08,77,8.6,Inti Creates,Capcom,"Action, Platformer, Platformer, 2D, 2D",E
Sonic & Sega All-Stars Racing,/game/playstation-3/sonic-sega-all-stars-racing,PlayStation 3,23-Feb-10,77,8,Sumo Digital,Sega,"Driving, Racing, Arcade, Kart, Kart, Automobile",E10+
Mafia II,/game/pc/mafia-ii,PC,23-Aug-10,77,8.2,2K Czech,2K Games,"Action Adventure, Historic, General, Historic, Open-World",M
EA Sports MMA,/game/playstation-3/ea-sports-mma,PlayStation 3,19-Oct-10,77,6.9,EA Tiburon,EA Sports,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Wrestling, Combat, Boxing / Martial Arts",T
Etrian Mystery Dungeon,/game/3ds/etrian-mystery-dungeon,3DS,7-Apr-15,77,7.9,Spike Chunsoft,Atlus,"Role-Playing, General, Roguelike",E10+
Sega Rally Revo,/game/xbox-360/sega-rally-revo,Xbox 360,9-Oct-07,77,7.3,SEGA Racing Studio,Sega,"Driving, Racing, Arcade, Rally / Offroad, Rally / Offroad, Automobile",E
Hardcore Mecha,/game/playstation-4/hardcore-mecha,PlayStation 4,14-Jan-20,77,6.8,"RocketPunch Games, China Hero Project",Arc System Works,"Action, General",NA
Pawarumi,/game/switch/pawarumi,Switch,24-Jul-19,77,7.7,Manufacture 43,Manufacture 43,"Action, Shooter, Shoot-'Em-Up, Vertical",E10+
Battlefleet Gothic: Armada 2,/game/pc/battlefleet-gothic-armada-2,PC,24-Jan-19,77,7.5,Tindalos Interactive,Focus Home Interactive,"Strategy, Real-Time, General",NA
Tower of Time,/game/pc/tower-of-time,PC,12-Apr-18,77,8,Event Horizon Software,Event Horizon Software,"Role-Playing, Action RPG",NA
The Inner World,/game/xbox-one/the-inner-world,Xbox One,31-Mar-17,77,2.4,Headup Games,Headup Games,"Adventure, General, Point-and-Click",T
Linelight,/game/playstation-4/linelight,PlayStation 4,31-Jan-17,77,5.5,My Dog Zorro,My Dog Zorro,"Puzzle, Action",E
Letter Quest: Grimm's Journey Remastered,/game/xbox-one/letter-quest-grimms-journey-remastered,Xbox One,8-Apr-16,77,6,Bacon Bandit Games,Digerati Distribution,"Puzzle, Logic",E
Dance Dance Revolution Extreme,/game/playstation-2/dance-dance-revolution-extreme,PlayStation 2,21-Sep-04,77,8.5,KCET,Konami,"Miscellaneous, Rhythm, Music",E
NHL 2005,/game/xbox/nhl-2005,Xbox,20-Sep-04,77,6.2,EA Sports,EA Sports,"Sports, Traditional, Ice Hockey, Sim",E
Delta Force: Black Hawk Down,/game/pc/delta-force-black-hawk-down,PC,23-Mar-03,77,7.7,NovaLogic,NovaLogic,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",T
Rayman 3: Hoodlum Havoc,/game/gamecube/rayman-3-hoodlum-havoc,GameCube,2-Mar-03,77,8.5,Ubisoft Shanghai,Ubisoft,"Action, Platformer, 3D",E
Arx Fatalis,/game/pc/arx-fatalis,PC,11-Nov-02,77,8.2,Arkane Studios,JoWooD Entertainment AG,"Role-Playing, First-Person, First-Person, Western-Style",M
Geoff Crammond's Grand Prix 4,/game/pc/geoff-crammonds-grand-prix-4,PC,10-Sep-02,77,8.7,"Atari, MicroProse, Atari SA",Atari,"Driving, Racing, Simulation, Formula One, Formula One, Automobile",E
Emperor: Rise of the Middle Kingdom,/game/pc/emperor-rise-of-the-middle-kingdom,PC,9-Sep-02,77,7.7,BreakAway Games,Sierra Entertainment,"Strategy, City Building, Management, Historic, Historic, Government",E
NFL Blitz 20-02,/game/gamecube/nfl-blitz-20-02,GameCube,18-Mar-02,77,8,Point of View,Midway,"Sports, Traditional, Football, Arcade",E
Kinetica,/game/playstation-2/kinetica,PlayStation 2,14-Oct-01,77,8.2,SCE Santa Monica,SCEA,"Driving, Racing, Futuristic",T
Ground Control: Dark Conspiracy,/game/pc/ground-control-dark-conspiracy,PC,14-Dec-00,77,6.6,High Voltage Software,Sierra Entertainment,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",T
Story of Seasons: Friends of Mineral Town,/game/switch/story-of-seasons-friends-of-mineral-town,Switch,14-Jul-20,77,8.1,Marvelous Inc.,XSEED Games,"Strategy, Management, Business / Tycoon",E10+
Birds of Steel,/game/xbox-360/birds-of-steel,Xbox 360,13-Mar-12,77,8.5,Gaijin Entertainment,Konami,"Simulation, Flight, WWII, WWII, Combat",T
College Hoops 2K6,/game/playstation-2/college-hoops-2k6,PlayStation 2,30-Nov-05,77,7.7,2K Sports,2K Sports,"Sports, Traditional, Basketball, Sim",E
Life is Strange 2: Episode 4 - Faith,/game/playstation-4/life-is-strange-2-episode-4---faith,PlayStation 4,22-Aug-19,77,4.8,DONTNOD Entertainment,Square Enix,"Action Adventure, General",M
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,/game/pc/the-walking-dead-the-telltale-series---the-final-season-episode-4-take-us-back,PC,26-Mar-19,77,8.6,"Telltale Games, Skybound Games",Telltale Games,"Adventure, Point-and-Click",NA
Apollo Justice: Ace Attorney,/game/3ds/apollo-justice-ace-attorney,3DS,21-Nov-17,77,7.8,Capcom,Capcom,"Adventure, Visual Novel",T
Call of Cthulhu: Dark Corners of the Earth,/game/xbox/call-of-cthulhu-dark-corners-of-the-earth,Xbox,24-Oct-05,77,8.2,Headfirst Productions,2K Games,"Action Adventure, Horror",M
Bridge Constructor Portal,/game/pc/bridge-constructor-portal,PC,20-Dec-17,77,6.4,ClockStone Software,Headup Games,"Simulation, Virtual, Career",NA
OutRun 2006: Coast 2 Coast,/game/xbox/outrun-2006-coast-2-coast,Xbox,25-Apr-06,77,8.3,Sumo Digital,Sega,"Driving, Racing, Arcade",E
NBA Live 09,/game/xbox-360/nba-live-09,Xbox 360,7-Oct-08,77,7.5,EA Canada,EA Sports,"Sports, Traditional, Team, Basketball, Sim, Sim",E
Whispers of a Machine,/game/pc/whispers-of-a-machine,PC,17-Apr-19,77,7.5,Clifftop Games,Raw Fury,"Adventure, Point-and-Click",NA
Sherlock Holmes: Crimes & Punishments,/game/pc/sherlock-holmes-crimes-punishments,PC,29-Sep-14,77,7.7,Frogwares,Focus Home Interactive,"Adventure, General",M
Audica,/game/pc/audica,PC,5-Nov-19,77,tbd,Harmonix Music Systems,Harmonix Music Systems,"Action, Rhythm, Music",NA
Just Dance 2019,/game/xbox-one/just-dance-2019,Xbox One,23-Oct-18,77,5.8,Ubisoft Paris,Ubisoft,"Action, Rhythm, Dancing",E
No Man's Sky,/game/xbox-one/no-mans-sky,Xbox One,24-Jul-18,77,7.7,Hello Games,505 Games,"Action Adventure, Open-World",T
Life Goes On: Done to Death,/game/playstation-4/life-goes-on-done-to-death,PlayStation 4,17-May-16,77,6.9,Infinite Monkeys,Infinite Monkeys,"Action, Platformer, 2D",E10+
Proteus,/game/playstation-vita/proteus,PlayStation Vita,29-Oct-13,77,6.1,Ed Key and David Kanaga,Curve Studios,"Adventure, General, General, 3D, First-Person, Fantasy",E
Rune Factory 3: A Fantasy Harvest Moon,/game/ds/rune-factory-3-a-fantasy-harvest-moon,DS,9-Nov-10,77,8.3,Neverland,Natsume,"Role-Playing, Action RPG, Action RPG",E
Shank 2,/game/xbox-360/shank-2,Xbox 360,8-Feb-12,77,6.3,Klei Entertainment,Electronic Arts,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D",M
Far Cry Primal,/game/xbox-one/far-cry-primal,Xbox One,23-Feb-16,77,6.6,Ubisoft Montreal,Ubisoft,"Action, Shooter, First-Person, Arcade",M
Sanctum 2,/game/xbox-360/sanctum-2,Xbox 360,15-May-13,77,4.8,Coffee Stain Studios,Reverb,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T
Sky Force Anniversary,/game/xbox-one/sky-force-anniversary,Xbox One,9-Dec-16,77,5.8,Infinite Dreams Inc.,Infinite Dreams Inc.,"Action, Shooter, Shoot-'Em-Up, Vertical",E10+
Livelock,/game/xbox-one/livelock,Xbox One,30-Aug-16,77,6.5,Tuque Games,Perfect World Entertainment,"Action, Shooter, Shoot-'Em-Up, Top-Down",T
Eets: Chowdown,/game/xbox-360/eets-chowdown,Xbox 360,25-Apr-07,77,5.8,Klei Entertainment,Klei Entertainment,"Action, Platformer, Platformer, 2D, 2D",E
Aven Colony,/game/xbox-one/aven-colony,Xbox One,25-Jul-17,77,7.9,"Sold Out, Mothership Entertainment",Team17,"Strategy, Management, Government",E10+
Nintendo Labo: Toycon 01 Variety Kit,/game/switch/nintendo-labo-toycon-01-variety-kit,Switch,20-Apr-18,77,6.9,Nintendo,Nintendo,"Miscellaneous, Party / Minigame",E
RISK: Factions,/game/xbox-360/risk-factions,Xbox 360,23-Jun-10,77,7.4,Stainless Games,Electronic Arts,"Strategy, Miscellaneous, Turn-Based, Wargame, Board / Card Game, Turn-Based, General",E10+
ArmA II,/game/pc/arma-ii,PC,29-Jun-09,77,7.5,Bohemia Interactive,Bohemia Interactive,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M
Rebel Galaxy Outlaw,/game/pc/rebel-galaxy-outlaw,PC,13-Aug-19,77,5.6,Double Damage Games,Double Damage Games,"Action Adventure, Open-World",NA
Ultimate Marvel vs. Capcom 3,/game/playstation-4/ultimate-marvel-vs-capcom-3,PlayStation 4,3-Dec-16,77,7.5,Capcom,Capcom,"Action, Fighting, 2D",T
Dead or Alive 5 Ultimate,/game/playstation-3/dead-or-alive-5-ultimate,PlayStation 3,3-Sep-13,77,8.1,Team Ninja,Tecmo Koei America Corp.,"Action, Fighting, Fighting, 3D, 3D",M
Life is Strange: Before the Storm - Episode 3: Hell is Empty,/game/playstation-4/life-is-strange-before-the-storm---episode-3-hell-is-empty,PlayStation 4,19-Dec-17,77,7.5,Deck Nine Games,Square Enix,"Action Adventure, General",M
Pac-Man Championship Edition 2,/game/playstation-4/pac-man-championship-edition-2,PlayStation 4,13-Sep-16,77,7.5,Bandai Namco Games,Bandai Namco Games,"Action, Arcade",E
Street Fighter V,/game/playstation-4/street-fighter-v,PlayStation 4,16-Feb-16,77,3.6,Capcom,Capcom,"Action, Fighting, 2D",T
Mega Man 11,/game/xbox-one/mega-man-11,Xbox One,2-Oct-18,77,8.8,Capcom,Capcom,"Action, Platformer, 2D",E10+
Minecraft: Wii U Edition,/game/wii-u/minecraft-wii-u-edition,Wii U,17-Dec-15,77,7.4,4J Studios,Mojang AB,"Action Adventure, Sandbox",E10+
F1 2013,/game/pc/f1-2013,PC,3-Oct-13,77,6.8,Codemasters,Codemasters,"Driving, Racing, Simulation, Formula One, Formula One, Automobile",E
Your Shape Fitness Evolved 2012,/game/xbox-360/your-shape-fitness-evolved-2012,Xbox 360,8-Nov-11,77,7.5,Ubisoft,Ubisoft,"Sports, Miscellaneous, General, Exercise / Fitness",E
Angry Birds,/game/psp/angry-birds,PSP,4-Jan-11,77,3.6,"Rovio Mobile, Abstraction Games, Rovio Entertainment",Chillingo Ltd,"Strategy, Miscellaneous, Puzzle, Action, General, General, General",E
DeathSpank,/game/pc/deathspank,PC,25-Oct-10,77,7.6,Hothead Games,Hothead Games,"Action, Role-Playing, General, Action RPG",T
Al Emmo and the Lost Dutchman's Mine,/game/pc/al-emmo-and-the-lost-dutchmans-mine,PC,6-Sep-06,77,7.1,Himalaya Studios,Himalaya Studios,"Adventure, Third-Person, Point-and-Click, Modern, Modern",NA
Tony Hawk's American Wasteland,/game/xbox/tony-hawks-american-wasteland,Xbox,18-Oct-05,77,7.7,Neversoft Entertainment,Activision,"Sports, Alternative, Skateboarding",T
SoulCalibur V,/game/xbox-360/soulcalibur-v,Xbox 360,31-Jan-12,77,6.3,Project Soul,Namco Bandai Games,"Action, Fighting, Fighting, 3D, 3D",T
Pro Evolution Soccer 2011,/game/playstation-3/pro-evolution-soccer-2011,PlayStation 3,19-Oct-10,77,6.9,Konami,Konami,"Sports, Traditional, Team, Soccer, Sim, Sim",E
Final Fantasy IV: The Complete Collection,/game/psp/final-fantasy-iv-the-complete-collection,PSP,18-Apr-11,77,8.9,Bullets,Square Enix,"Role-Playing, Miscellaneous, General, Console-style RPG, Compilation, Compilation",E10+
Expeditions: Conquistador,/game/pc/expeditions-conquistador,PC,30-May-13,77,8.1,Logic Artists,Logic Artists,"Role-Playing, General, General",NA
Call of Juarez: Bound in Blood,/game/xbox-360/call-of-juarez-bound-in-blood,Xbox 360,30-Jun-09,77,7.7,Techland,Ubisoft,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",M
Life is Strange: Episode 1 - Chrysalis,/game/pc/life-is-strange-episode-1---chrysalis,PC,30-Jan-15,77,8.5,DONTNOD Entertainment,Square Enix,"Action Adventure, General",M
Wasteland 2: Director's Cut,/game/xbox-one/wasteland-2-directors-cut,Xbox One,13-Oct-15,77,7,InXile Entertainment,Deep Silver,"Role-Playing, Western-Style",M
Field Commander,/game/psp/field-commander,PSP,23-May-06,77,7.9,"Sony Online Entertainment, Mind Control Software",Sony Online Entertainment,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General",T
Shu,/game/playstation-4/shu,PlayStation 4,4-Oct-16,77,6.8,Coatsink Software,Coatsink Software,"Action, Platformer, 2D",E
Gary Grigsby's World at War,/game/pc/gary-grigsbys-world-at-war,PC,25-Mar-05,77,6.1,2By3 Games,Matrix Games,"Strategy, Turn-Based, Historic, Historic",T
RUSH,/game/wii-u/rush,Wii U,12-Dec-13,77,7.5,Two Tribes,Two Tribes,"Miscellaneous, Puzzle, General",E
LEGO Batman 2: DC Super Heroes,/game/wii-u/lego-batman-2-dc-super-heroes,Wii U,21-May-13,77,7.3,TT Games,Warner Bros. Interactive Entertainment,"Action Adventure, Modern, General, Modern",E10+
Zeno Clash,/game/pc/zeno-clash,PC,21-Apr-09,77,7.8,ACE Team,Tripwire Interactive,"Action, Adventure, Shooter, 3D, First-Person, Fantasy, Sci-Fi",T
Hamtaro: Ham-Ham Games,/game/game-boy-advance/hamtaro-ham-ham-games,Game Boy Advance,27-Jul-04,77,8.3,Alphadream Corporation,Nintendo,"Sports, General",E
I-Ninja,/game/gamecube/i-ninja,GameCube,4-Dec-03,77,7.7,Argonaut Games,Namco,"Action, Platformer, 3D",T
James Bond 007: NightFire,/game/playstation-2/james-bond-007-nightfire,PlayStation 2,18-Nov-02,77,8.4,Eurocom Entertainment Software,Electronic Arts,"Action, Shooter, First-Person, Modern",T
Harry Potter and the Chamber of Secrets,/game/xbox/harry-potter-and-the-chamber-of-secrets,Xbox,14-Nov-02,77,7.6,Eurocom Entertainment Software,EA Games,"Action Adventure, Fantasy",E
Operation Flashpoint: Resistance,/game/pc/operation-flashpoint-resistance,PC,10-Jul-02,77,8.7,Bohemia Interactive,Codemasters,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",M
World Tour Soccer 2002,/game/playstation-2/world-tour-soccer-2002,PlayStation 2,17-Feb-02,77,7.4,SCEE London Studio,SCEA,"Sports, Traditional, Soccer, Sim",E
Etherlords,/game/pc/etherlords,PC,12-Nov-01,77,7.5,Nival Interactive,Fishtank Interactive,"Strategy, Turn-Based, General, General",T
FIFA Soccer 2002,/game/pc/fifa-soccer-2002,PC,29-Oct-01,77,7.5,EA Sports,EA Sports,"Sports, Traditional, Team, Soccer, Sim, Sim",E
Alone in the Dark: The New Nightmare,/game/playstation/alone-in-the-dark-the-new-nightmare,PlayStation,18-Jun-01,77,8.3,Darkworks,Infogrames,"Action Adventure, Horror",M
Tenchu 2: Birth of the Stealth Assassins,/game/playstation/tenchu-2-birth-of-the-stealth-assassins,PlayStation,7-Aug-00,77,8.7,Acquire,Activision,"Action Adventure, Fantasy",M
Army Men: Air Combat,/game/nintendo-64/army-men-air-combat,Nintendo 64,14-Jul-00,77,7.4,3DO,3DO,"Action, General",T
Pokemon Snap,/game/nintendo-64/pokemon-snap,Nintendo 64,30-Jun-99,77,7.5,Hal,Nintendo,"Action, General",E
Banjo-Kazooie,/game/xbox-360/banjo-kazooie,Xbox 360,3-Dec-08,77,8.3,4J Studios,Microsoft Game Studios,"Action, Platformer, Platformer, 3D, 3D",E
They Are Billions,/game/pc/they-are-billions,PC,18-Jun-19,77,6.5,Numantian Games,Numantian Games,"Strategy, Real-Time, Defense",NA
Virginia,/game/playstation-4/virginia,PlayStation 4,22-Sep-16,77,5.6,505 Games,505 Games,"Adventure, 3D, First-Person",M
FIFA Soccer 09,/game/pc/fifa-soccer-09,PC,14-Oct-08,77,6.8,EA Canada,EA Sports,"Sports, Traditional, Team, Soccer, Sim, Sim",E
FIFA World Cup: Germany 2006,/game/pc/fifa-world-cup-germany-2006,PC,24-Apr-06,77,7.6,EA Canada,Electronic Arts,"Sports, Traditional, Team, Soccer, Sim, Sim",E
Pillars of Eternity II: Deadfire,/game/playstation-4/pillars-of-eternity-ii-deadfire,PlayStation 4,28-Jan-20,77,4.9,Obsidian Entertainment,Obsidian Entertainment,"Role-Playing, Western-Style",M
1979 Revolution: Black Friday,/game/switch/1979-revolution-black-friday,Switch,2-Aug-18,77,7.6,iNK Stories,Digerati Distribution,"Adventure, General",M
Giana Sisters: Twisted Dreams,/game/pc/giana-sisters-twisted-dreams,PC,22-Oct-12,77,7.7,Black Forest Games,Black Forest Games,"Action, Platformer, Platformer, 2D, 2D",NA
Alien Swarm,/game/pc/alien-swarm,PC,19-Jul-10,77,8.2,Valve Software,Valve Software,"Action, Shooter, Shooter, Third-Person, Tactical, Modern",NA
Art Style: BASE 10,/game/ds/art-style-base-10,DS,6-Jul-09,77,tbd,Skip Ltd.,Nintendo,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action",E
Rune Factory 2: A Fantasy Harvest Moon,/game/ds/rune-factory-2-a-fantasy-harvest-moon,DS,18-Nov-08,77,8.1,Neverland,Natsume,"Role-Playing, General, General",E
FIFA World Cup: Germany 2006,/game/playstation-2/fifa-world-cup-germany-2006,PlayStation 2,24-Apr-06,77,8.2,EA Canada,Electronic Arts,"Sports, Traditional, Soccer, Sim",E
Soldiers: Heroes of World War II,/game/pc/soldiers-heroes-of-world-war-ii,PC,30-Jun-04,77,8.4,Best Way,Codemasters,"Strategy, Real-Time, Military, General, Military",T
Shadows of the Damned,/game/playstation-3/shadows-of-the-damned,PlayStation 3,21-Jun-11,77,8.2,Grasshopper Manufacture,Electronic Arts,"Action Adventure, Horror, Horror, Survival",M
Moon: Remix RPG Adventure,/game/switch/moon-remix-rpg-adventure,Switch,27-Aug-20,77,7.9,Onion Games,Onion Games,"Role-Playing, General",NA
The Elder Scrolls Online: Morrowind,/game/pc/the-elder-scrolls-online-morrowind,PC,22-May-17,77,6.7,ZeniMax Media,Bethesda Softworks,"Role-Playing, Massively Multiplayer",M
The Godfather,/game/xbox/the-godfather,Xbox,21-Mar-06,77,8.5,Electronic Arts,Electronic Arts,"Action Adventure, Historic",M
Cat Quest II,/game/switch/cat-quest-ii,Switch,24-Oct-19,77,8,The Gentlebros,PQube,"Action, Role-Playing, General, Action RPG",E10+
Flashback,/game/switch/flashback,Switch,17-Jun-18,77,7.8,Paul Cuisset,Microids,"Action, Platformer, 2D",E10+
Bloodstained: Curse of the Moon,/game/pc/bloodstained-curse-of-the-moon,PC,24-May-18,77,7.4,Inti Creates,Inti Creates,"Action Adventure, Open-World",E10+
Figment,/game/pc/figment,PC,22-Sep-17,77,7,Bedtime Digital Games,Bedtime Digital Games,"Action, General",NA
Project Zero 2: Wii Edition,/game/wii/project-zero-2-wii-edition,Wii,29-Jun-12,77,8.6,Koei Tecmo Games,Nintendo,"Action Adventure, Horror",NA
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,/game/playstation-4/dragon-quest-heroes-the-world-trees-woe-and-the-blight-below,PlayStation 4,13-Oct-15,77,7.6,Omega Force,Square Enix,"2D, Action, Beat-'Em-Up, 3D",T
Stellaris: Console Edition,/game/playstation-4/stellaris-console-edition,PlayStation 4,26-Feb-19,77,6.9,Paradox Development Studio,Tantalus,"Strategy, Real-Time, General",E10+
The Elder Scrolls Online: Tamriel Unlimited,/game/xbox-one/the-elder-scrolls-online-tamriel-unlimited,Xbox One,9-Jun-15,77,8.3,ZeniMax Media,Bethesda Softworks,"First-Person, First-Person, Massively Multiplayer Online, Fantasy, Role-Playing, Massively Multiplayer",M
Inazuma Eleven Go: Chrono Stones: Thunderflash,/game/3ds/inazuma-eleven-go-chrono-stones-thunderflash,3DS,27-Mar-15,77,7.9,Level 5,Level 5,"Sports, Soccer, Arcade, Team",NA
FIFA 21,/game/xbox-one/fifa-21,Xbox One,6-Oct-20,77,1.1,Electronic Arts,Electronic Arts,"Sports, Team, Soccer, Sim",E
LEGO City Undercover,/game/xbox-one/lego-city-undercover,Xbox One,4-Apr-17,77,6.6,TT Games,Warner Bros. Interactive Entertainment,"Action Adventure, Open-World",E10+
Baldur's Gate: Siege of Dragonspear,/game/pc/baldurs-gate-siege-of-dragonspear,PC,31-Mar-16,77,3.7,Overhaul Games,Beamdog,"Role-Playing, Western-Style",NA
EA Sports UFC 3,/game/xbox-one/ea-sports-ufc-3,Xbox One,30-Jan-18,77,5,EA Sports,Electronic Arts,"Sports, Individual, Combat, Boxing / Martial Arts",T
